frequency_hz,left_real,left_imag,right_real,right_imag,opneg_real,opneg_imag,oppos_real,oppos_imag
1.0,1.258845781437,4.947508351549,1.258845781437,4.947508351549,-0.2982812441831,-0.4127897366604,0.2982892064614,0.4127827262078
1.01157945426,1.31717934131,4.980457621332,1.31717934131,4.980457621332,-0.3028097094651,-0.4142596078773,0.3028177926196,0.4142524278822
1.023292992281,1.376160334694,5.012717323413,1.376160334694,5.012717323413,-0.307369936703,-0.41568468659,0.3073781415812,0.4156773334392
1.035142166679,1.435773739232,5.044272248935,1.435773739232,5.044272248935,-0.3119610398177,-0.4170641291784,0.3119693672434,0.4170565992078
1.047128548051,1.49600407068,5.075107564054,1.49600407068,5.075107564054,-0.3165821042145,-0.4183971122657,0.3165905549872,0.4183894017612
1.059253725177,1.556835393624,5.105208826766,1.556835393624,5.105208826766,-0.3212321873388,-0.4196828338558,0.3212407622327,0.4196749390531
1.071519305238,1.618251332917,5.134562003419,1.618251332917,5.134562003419,-0.325910319283,-0.4209205144535,0.3259190190465,0.4209124315386
1.083926914021,1.680235085855,5.163153484893,1.680235085855,5.163153484893,-0.3306155034474,-0.4221093981673,0.3306243288023,0.4221011232766
1.096478196143,1.742769435075,5.19097010239,1.742769435075,5.19097010239,-0.3353467172515,-0.4232487537903,0.3353556688922,0.4232402830112
1.109174815262,1.805836762162,5.217999142811,1.805836762162,5.217999142811,-0.3401029128967,-0.4243378758574,0.3401119914896,0.4243292052283
1.122018454302,1.869419061944,5.24422836368,1.869419061944,5.24422836368,-0.344883018179,-0.4253760856756,0.3448922243619,0.4253672111864
1.135010815672,1.933497957484,5.269646007564,1.933497957484,5.269646007564,-0.349685937351,-0.4263627323248,0.3496952717325,0.4263536499175
1.148153621497,1.998054715718,5.294240815975,1.998054715718,5.294240815975,-0.3545105520315,-0.4272971936268,0.3545200151902,0.4272878991956
1.16144861384,2.063070263744,5.318002042699,2.063070263744,5.318002042699,-0.3593557221618,-0.4281788770793,0.359365314646,0.4281693664714
1.17489755494,2.128525205724,5.340919466523,2.128525205724,5.340919466523,-0.3642202870067,-0.429007220753,0.3642300093336,0.4289974897685
1.188502227437,2.194399840383,5.362983403327,2.194399840383,5.362983403327,-0.3691030661992,-0.4297816941482,0.3691129188545,0.4297717385412
1.202264434617,2.260674179072,5.384184717512,2.260674179072,5.384184717512,-0.3740028608265,-0.4305017990106,0.374012844264,0.430491614489
1.216186000646,2.327327964365,5.404514832718,2.327327964365,5.404514832718,-0.3789184545556,-0.4311670701012,0.3789285691964,0.431156652328
1.230268770812,2.394340689169,5.42396574182,2.394340689169,5.42396574182,-0.3838486147961,-0.4317770759208,0.3838588610285,0.431766420514
1.244514611771,2.461691616295,5.44253001616,2.461691616295,5.44253001616,-0.3887920938983,-0.4323314193854,0.3888024720773,0.4323205219188
1.258925411794,2.529359798473,5.46020081399,2.529359798473,5.46020081399,-0.3937476303842,-0.432829738451,0.3937581408311,0.4328185944547
1.273503081017,2.597324098764,5.476971888115,2.597324098764,5.476971888115,-0.3987139502088,-0.4332717066857,0.3987245932107,0.4332603116465
1.288249551693,2.66556321133,5.492837592687,2.66556321133,5.492837592687,-0.4036897680483,-0.4336570337885,0.4037005438583,0.4336453831509
